YEAR,TERM,TERM_TEXT,CRN,SUB,NUM,SECT,SEQ,SECTION_TITLE,CREDITS,DAYS,TIMES,BLDG,ROOM,PROF,NOTES,MAX_ENROLL,DIST,INTERDISCIPLINARY_COURSE1,INTERDISCIPLINARY_COURSE2,INTERDISCIPLINARY_COURSE3,INTERDISCIPLINARY_COURSE4
2016,201602,Spring 2017,22755,ENG,352,0,1,Shakespeare's Playscripts,1,  T  R  ,0940-1055am,CHAM,1003,Lewis C,,30,LTRQ,LIT,,,
2016,201602,Spring 2017,25516,ENG,382,0,1,African Am Lit: 1955-2000,1, M  W  F ,1030-1120am,CHAM,1003,Flanagan B,,30,CULT LTRQ,AFR,GSS,LIT,
2016,201602,Spring 2017,25516,ENG,382,0,1,African Am Lit: 1955-2000,1, M  W  F ,1030-1120am,CHAM,1003,Flanagan B,,30,CULT LTRQ,AFR,GSS,LIT,
2016,201602,Spring 2017,25516,ENG,382,0,1,African Am Lit: 1955-2000,1, M  W  F ,1030-1120am,CHAM,1003,Flanagan B,,30,CULT LTRQ,AFR,GSS,LIT,
2016,201602,Spring 2017,25516,ENG,382,0,1,African Am Lit: 1955-2000,1, M  W  F ,1030-1120am,CHAM,1003,Flanagan B,,30,CULT LTRQ,AFR,GSS,LIT,
2016,201602,Spring 2017,24912,ENG,388,0,1,Contemporary Theatre,1, M  W  F ,0930-1020am,CHAM,2234,Fox A,,30,LTRQ,GSS,LIT,,
2016,201602,Spring 2017,24912,ENG,388,0,1,Contemporary Theatre,1, M  W  F ,0930-1020am,CHAM,2234,Fox A,,30,LTRQ,GSS,LIT,,
2016,201602,Spring 2017,24912,ENG,388,0,1,Contemporary Theatre,1, M  W  F ,0930-1020am,CHAM,2234,Fox A,,30,LTRQ,GSS,LIT,,
2016,201602,Spring 2017,23812,ENG,401,0,1,Reported Creative NonFiction,1,   W   ,0130-0420pm,EU,101,Lewis C,,12,,,,,
2016,201602,Spring 2017,25506,ENG,415,I,1,Style,1,  T    ,0140-0420pm,CHAM,1086,Fackler M,INN,12,,LIT,,,
2016,201602,Spring 2017,25506,ENG,415,I,1,Style,1,  T    ,0140-0420pm,CHAM,1086,Fackler M,INN,12,,LIT,,,
2016,201602,Spring 2017,24043,ENG,420,0,1,Narrative Theory,1,  T    ,0140-0420pm,EU,101,Miller P,34,12,,LIT,,,
2016,201602,Spring 2017,24043,ENG,420,0,1,Narrative Theory,1,  T    ,0140-0420pm,EU,101,Miller P,34,12,,LIT,,,
2016,201602,Spring 2017,24221,ENG,455,0,1,Reading Endings,1, M     ,0130-0420pm,EU,101,Ingram R,,10,,,,,
2016,201602,Spring 2017,22392,ENG,499,0,1,Senior Honors Thesis,1, M  W  F ,1230-0120pm,CHAM,1096,Campbell S,PRM,7,,,,,
2016,201602,Spring 2017,25578,ENV,150,0,1,Env Analysis with Econ Lens,1, M  W  F ,0130-0220pm,WALL,243,Martin D,,30,LBRQ,,,,
2016,201602,Spring 2017,25579,ENV,190,0,1,Deserts,1,  T  R  ,1215-0130pm,WALL,307,"Merrill A, Johnson",,15,,,,,
2016,201602,Spring 2017,24963,ENV,201,A,1,Environmental Science,1,  T  R  ,0940-1055am,SLOAN,201,"Johnson B, Backus ","123+,FEE2,LL",15,NSRQ,,,,
2016,201602,Spring 2017,24963,ENV,201,A,1,Environmental Science,1,  T  R  ,0940-1055am,SLOAN,201,"Johnson B, Backus ","123+,FEE2,LL",15,NSRQ,,,,
2016,201602,Spring 2017,24963,ENV,201,A,2,Environmental Science,,  T    ,0140-0420pm,WALL,116,"Johnson B, Backus ","123+,FEE2,LL",15,NSRQ,,,,
2016,201602,Spring 2017,24963,ENV,201,A,2,Environmental Science,,  T    ,0140-0420pm,WALL,116,"Johnson B, Backus ","123+,FEE2,LL",15,NSRQ,,,,
2016,201602,Spring 2017,24964,ENV,201,B,1,Environmental Science,1,  T  R  ,0940-1055am,SLOAN,201,"Johnson B, Backus ","123+,FEE2,LL",15,NSRQ,,,,
2016,201602,Spring 2017,24964,ENV,201,B,1,Environmental Science,1,  T  R  ,0940-1055am,SLOAN,201,"Johnson B, Backus ","123+,FEE2,LL",15,NSRQ,,,,
2016,201602,Spring 2017,24964,ENV,201,B,2,Environmental Science,,   W   ,0130-0420pm,WALL,116,"Johnson B, Backus ","123+,FEE2,LL",15,NSRQ,,,,
2016,201602,Spring 2017,24964,ENV,201,B,2,Environmental Science,,   W   ,0130-0420pm,WALL,116,"Johnson B, Backus ","123+,FEE2,LL",15,NSRQ,,,,
2016,201602,Spring 2017,24760,ENV,203,0,1,Environmental Humanities,1,  T  R  ,0815-0930am,CHAM,1062,Merrill A,,30,LBRQ,,,,
2016,201602,Spring 2017,25272,ENV,235,0,1,The Ocean Environment,1, M  W  F ,0930-1020am,WALL,210,Backus D,,30,LBRQ,,,,
2016,201602,Spring 2017,25581,ENV,303,0,1,Research Seminar Food Farm,1,  T  R  ,0305-0420pm,WALL,307,Staff S,,15,,,,,
2016,201602,Spring 2017,25582,ENV,304,0,1,Food Elective,1,  T  R  ,0815-0930am,WALL,210,Staff S,,30,,,,,
2016,201602,Spring 2017,25273,ENV,330,0,1,Surface Geology & Landforms,1,    R  ,0140-0420pm,DANA,146,Johnson B,"FEE3,PRQ",15,LBRQ,,,,
2016,201602,Spring 2017,25092,ENV,499,0,1,Env Studies Capstone II,1,   W   ,0130-0420pm,WALL,307,"Hauser C, Merrill ",4,15,,,,,
2016,201602,Spring 2017,25634,ETH,238,0,1,Ethics in Professional Life,1,  T  R  ,1215-0130pm,CHAM,1003,Perry D,234,30,PRRQ,,,,
2016,201602,Spring 2017,25597,FMS,220,0,1,Intro to Film & Media Studies,1, M  W  F ,0130-0220pm,WALL,106,McCarthy M,,30,VPRQ,COM,,,
2016,201602,Spring 2017,25597,FMS,220,0,1,Intro to Film & Media Studies,1, M  W  F ,0130-0220pm,WALL,106,McCarthy M,,30,VPRQ,COM,,,
2016,201602,Spring 2017,22455,FRE,102,A,1,Elementary French II,1, M  W  F ,1030-1120am,CHAM,2084,Beschea F,XP,18,,,,,
2016,201602,Spring 2017,23943,FRE,102,B,1,Elementary French II,1, M  W  F ,1130-1220pm,CHAM,2084,Beschea F,XP,18,,,,,
2016,201602,Spring 2017,20126,FRE,201,A,1,Intermed Fre/Davidson Exposure,1, M  W  F ,0930-1020am,CHAM,1086,Sainte-Claire L,XP,18,FRLG,,,,
2016,201602,Spring 2017,23727,FRE,201,B,1,Intermed Fre/Davidson Exposure,1, M  W  F ,1030-1120am,CHAM,2198,Kruger C,XP,18,FRLG,,,,
2016,201602,Spring 2017,24475,FRE,212,0,1,Oral Expression,1, M  W  F ,0130-0220pm,CHAM,2084,Beschea F,XP,16,FRLG,,,,
2016,201602,Spring 2017,24649,FRE,220,0,1,Intro Lit:  Lit & Madness,1, M  W  F ,1130-1220pm,CHAM,2234,Sainte-Claire L,,18,LTRQ,GSS,LIT,,
2016,201602,Spring 2017,24649,FRE,220,0,1,Intro Lit:  Lit & Madness,1, M  W  F ,1130-1220pm,CHAM,2234,Sainte-Claire L,,18,LTRQ,GSS,LIT,,
2016,201602,Spring 2017,24649,FRE,220,0,1,Intro Lit:  Lit & Madness,1, M  W  F ,1130-1220pm,CHAM,2234,Sainte-Claire L,,18,LTRQ,GSS,LIT,,
2016,201602,Spring 2017,20994,FRE,260,0,1,Contemporary France,1,  T  R  ,0940-1055am,CHAM,1086,Fache C,,18,FRLG LBRQ,,,,
2016,201602,Spring 2017,22305,FRE,295,0,1,Indep Study for Non-Majors,1,      ,TBA,,,Staff S,PRM,5,FRLG,,,,
2016,201602,Spring 2017,25171,FRE,313,0,1,Advanced Grammar Review,1, M  W  F ,1230-0120pm,CHAM,2234,Sainte-Claire L,,16,,,,,
2016,201602,Spring 2017,25571,FRE,321,0,1,"Autobiog, Journals, Diaries",1,  T  R  ,0140-0255pm,CHAM,2209,Kruger C,,20,LTRQ,LIT,,,
2016,201602,Spring 2017,25571,FRE,321,0,1,"Autobiog, Journals, Diaries",1,  T  R  ,0140-0255pm,CHAM,2209,Kruger C,,20,LTRQ,LIT,,,
2016,201602,Spring 2017,24374,FRE,366,A,1,Francophone Cinema (in transl),1,  T  R  ,1215-0130pm,CHAM,1086,Fache C,,18,CULT VPRQ,AFR,FMS,,
2016,201602,Spring 2017,24374,FRE,366,A,1,Francophone Cinema (in transl),1,  T  R  ,1215-0130pm,CHAM,1086,Fache C,,18,CULT VPRQ,AFR,FMS,,
2016,201602,Spring 2017,24374,FRE,366,A,1,Francophone Cinema (in transl),1,  T  R  ,1215-0130pm,CHAM,1086,Fache C,,18,CULT VPRQ,AFR,FMS,,
2016,201602,Spring 2017,24374,FRE,366,A,1,Francophone Cinema (in transl),1,  T  R  ,1215-0130pm,CHAM,1086,Fache C,,18,CULT VPRQ,AFR,FMS,,
2016,201602,Spring 2017,24374,FRE,366,A,1,Francophone Cinema (in transl),1,  T  R  ,1215-0130pm,CHAM,1086,Fache C,,18,CULT VPRQ,AFR,FMS,,
2016,201602,Spring 2017,24374,FRE,366,A,1,Francophone Cinema (in transl),1,  T  R  ,1215-0130pm,CHAM,1086,Fache C,,18,CULT VPRQ,AFR,FMS,,
2016,201602,Spring 2017,24374,FRE,366,A,2,Francophone Cinema (in transl),,  T    ,0700-0900pm,CHAM,2164,Fache C,,18,CULT VPRQ,AFR,FMS,,
2016,201602,Spring 2017,24374,FRE,366,A,2,Francophone Cinema (in transl),,  T    ,0700-0900pm,CHAM,2164,Fache C,,18,CULT VPRQ,AFR,FMS,,
2016,201602,Spring 2017,24374,FRE,366,A,2,Francophone Cinema (in transl),,  T    ,0700-0900pm,CHAM,2164,Fache C,,18,CULT VPRQ,AFR,FMS,,
2016,201602,Spring 2017,24374,FRE,366,A,2,Francophone Cinema (in transl),,  T    ,0700-0900pm,CHAM,2164,Fache C,,18,CULT VPRQ,AFR,FMS,,
2016,201602,Spring 2017,24374,FRE,366,A,2,Francophone Cinema (in transl),,  T    ,0700-0900pm,CHAM,2164,Fache C,,18,CULT VPRQ,AFR,FMS,,
2016,201602,Spring 2017,24374,FRE,366,A,2,Francophone Cinema (in transl),,  T    ,0700-0900pm,CHAM,2164,Fache C,,18,CULT VPRQ,AFR,FMS,,
2016,201602,Spring 2017,22461,FRE,395,0,1,Independent Study for Majors,1,      ,TBA,,,Staff S,PRM,5,,,,,
2016,201602,Spring 2017,22460,FRE,491,0,1,Senior Capstone Project,1,      ,TBA,,,Kruger C,4,5,,,,,
2016,201602,Spring 2017,22279,FRE,499,0,1,Senior Honors Thesis,1,      ,TBA,,,Kruger C,4,5,,,,,
2016,201602,Spring 2017,20355,GER,102,A,1,Elementary German II,1, M  W  F ,0930-1020am,CHAM,3209,Denham S,XP,20,,,,,
2016,201602,Spring 2017,24558,GER,102,B,1,Elementary German II,1, M  W  F ,1030-1120am,CHAM,3209,McCarthy M,XP,20,,,,,
2016,201602,Spring 2017,23747,GER,103,0,1,Intensive Elem German (2 cred),2,  T  R  ,1215-0130pm,CHAM,3209,Henke B,XP,20,,,,,
2016,201602,Spring 2017,23747,GER,103,0,1,Intensive Elem German (2 cred),2,  T  R  ,1215-0130pm,CHAM,3209,Henke B,XP,20,,,,,
2016,201602,Spring 2017,23747,GER,103,0,2,Intensive Elem German (2 cred),, M  W  F ,1230-0120pm,CHAM,3209,Henke B,XP,20,,,,,
2016,201602,Spring 2017,23747,GER,103,0,2,Intensive Elem German (2 cred),, M  W  F ,1230-0120pm,CHAM,3209,Henke B,XP,20,,,,,
2016,201602,Spring 2017,24632,GER,242,0,1,Hollywood Alternatives (trans),1,  T  R  ,0940-1055am,CHAM,3209,McCarthy M,XP,30,VPRQ,FMS,,,
2016,201602,Spring 2017,24632,GER,242,0,1,Hollywood Alternatives (trans),1,  T  R  ,0940-1055am,CHAM,3209,McCarthy M,XP,30,VPRQ,FMS,,,
2016,201602,Spring 2017,24329,GER,250,0,1,Intro to Literary Studies,1, M  W  F ,0230-0320pm,CHAM,3209,Ellis R,,20,FRLG LTRQ,LIT,,,
2016,201602,Spring 2017,24329,GER,250,0,1,Intro to Literary Studies,1, M  W  F ,0230-0320pm,CHAM,3209,Ellis R,,20,FRLG LTRQ,LIT,,,
2016,201602,Spring 2017,22912,GER,298,0,1,Independent Study,1,      ,TBA,,,Staff S,PRM,5,FRLG,,,,
2016,201602,Spring 2017,25425,GER,361,0,1,Cultural Topics,1,  T  R  ,0140-0255pm,CHAM,3209,Ellis R,PRM,20,LBRQ,,,,
2016,201602,Spring 2017,24561,GER,398,0,1,Independent Study,1,      ,TBA,,,Staff S,PRM,5,FRLG,,,,
2016,201602,Spring 2017,23702,GER,495,0,1,Senior Colloquium,1,      ,TBA,,,Denham S,PRM,12,FRLG,,,,
2016,201602,Spring 2017,24634,GER,498,0,1,Ind Study,1,      ,TBA,,,Staff S,PRM,5,FRLG,,,,
2016,201602,Spring 2017,25563,GRE,103,0,1,Intensive Elementary Greek,2,  T  R  ,0940-1055am,CHAM,B022,Neumann J,,20,,CLA,,,
2016,201602,Spring 2017,25563,GRE,103,0,1,Intensive Elementary Greek,2,  T  R  ,0940-1055am,CHAM,B022,Neumann J,,20,,CLA,,,
2016,201602,Spring 2017,25563,GRE,103,0,1,Intensive Elementary Greek,2,  T  R  ,0940-1055am,CHAM,B022,Neumann J,,20,,CLA,,,
2016,201602,Spring 2017,25563,GRE,103,0,1,Intensive Elementary Greek,2,  T  R  ,0940-1055am,CHAM,B022,Neumann J,,20,,CLA,,,
2016,201602,Spring 2017,25563,GRE,103,0,2,Intensive Elementary Greek,, M  W  F ,1030-1120am,CHAM,B022,Neumann J,,20,,CLA,,,
2016,201602,Spring 2017,25563,GRE,103,0,2,Intensive Elementary Greek,, M  W  F ,1030-1120am,CHAM,B022,Neumann J,,20,,CLA,,,
2016,201602,Spring 2017,25563,GRE,103,0,2,Intensive Elementary Greek,, M  W  F ,1030-1120am,CHAM,B022,Neumann J,,20,,CLA,,,
2016,201602,Spring 2017,25563,GRE,103,0,2,Intensive Elementary Greek,, M  W  F ,1030-1120am,CHAM,B022,Neumann J,,20,,CLA,,,
2016,201602,Spring 2017,24981,GRE,244,0,1,Greek Historians: Herodotus,1, M  W  F ,0930-1020am,EU,101,Toumazou M,PRQ,15,FRLG LTRQ,CLA,LIT,,
2016,201602,Spring 2017,24981,GRE,244,0,1,Greek Historians: Herodotus,1, M  W  F ,0930-1020am,EU,101,Toumazou M,PRQ,15,FRLG LTRQ,CLA,LIT,,
2016,201602,Spring 2017,24981,GRE,244,0,1,Greek Historians: Herodotus,1, M  W  F ,0930-1020am,EU,101,Toumazou M,PRQ,15,FRLG LTRQ,CLA,LIT,,
2016,201602,Spring 2017,24982,GRE,344,0,1,Greek Historians: Herodotus,1, M  W  F ,0930-1020am,EU,101,Toumazou M,PRQ,15,FRLG LTRQ,CLA,LIT,,
2016,201602,Spring 2017,24982,GRE,344,0,1,Greek Historians: Herodotus,1, M  W  F ,0930-1020am,EU,101,Toumazou M,PRQ,15,FRLG LTRQ,CLA,LIT,,
2016,201602,Spring 2017,24982,GRE,344,0,1,Greek Historians: Herodotus,1, M  W  F ,0930-1020am,EU,101,Toumazou M,PRQ,15,FRLG LTRQ,CLA,LIT,,
2016,201602,Spring 2017,24917,GSS,101,0,1,Intro to Gender & Sexuality,1,  T  R  ,0940-1055am,CHAM,3187,Fackler M,,30,LBRQ,,,,
2016,201602,Spring 2017,25133,GSS,201,0,1,Feminist & Queer Theories,1,  T  R  ,1215-0130pm,CHAM,3187,Horowitz K,,20,LBRQ,AFR,LIT,,
2016,201602,Spring 2017,25133,GSS,201,0,1,Feminist & Queer Theories,1,  T  R  ,1215-0130pm,CHAM,3187,Horowitz K,,20,LBRQ,AFR,LIT,,
2016,201602,Spring 2017,25133,GSS,201,0,1,Feminist & Queer Theories,1,  T  R  ,1215-0130pm,CHAM,3187,Horowitz K,,20,LBRQ,AFR,LIT,,
2016,201602,Spring 2017,25599,GSS,350,0,1,Adv Topics in Queer Studies,1,  T  R  ,0305-0420pm,CHAM,3187,Horowitz K,,30,,,,,
2016,201602,Spring 2017,24918,HIS,120,0,1,Britain since 1688,1,  T  R  ,0815-0930am,CHAM,3084,Dietz V,123,30,HTRQ,,,,
2016,201602,Spring 2017,25509,HIS,141,0,1,American History to 1877,1, M  W  F ,0130-0220pm,CHAM,3084,Guasco M,123,30,HTRQ,,,,
2016,201602,Spring 2017,20151,HIS,142,A,1,The United States since 1877,1, M  W  F ,0330-0420pm,CHAM,3084,Aldridge D,123,30,HTRQ,,,,
2016,201602,Spring 2017,20152,HIS,142,B,1,The United States since 1877,1, M  W  F ,1230-0120pm,CHAM,2084,Stremlau R,123,30,HTRQ,,,,
2016,201602,Spring 2017,25576,HIS,168,0,1,Africa to 1800,1,  T  R  ,0140-0255pm,WALL,320,Wiemers A,123,30,CULT HTRQ,AFR,,,
2016,201602,Spring 2017,25576,HIS,168,0,1,Africa to 1800,1,  T  R  ,0140-0255pm,WALL,320,Wiemers A,123,30,CULT HTRQ,AFR,,,
2016,201602,Spring 2017,24920,HIS,171,0,1,Modern South Asia,1,  T  R  ,0305-0420pm,CHAM,3084,Waheed S,123,30,CULT HTRQ,,,,
2016,201602,Spring 2017,23234,HIS,175,0,1,"Mid East,610-1453",1, M  W  F ,0830-0920am,CHAM,HANCE,Berkey J,123,30,CULT HTRQ,,,,
2016,201602,Spring 2017,23820,HIS,184,0,1,East Asian Hist 1850 - Present,1,  T  R  ,1215-0130pm,CHAM,2234,Mortensen D,123,30,CULT HTRQ,EAS,,,
2016,201602,Spring 2017,23820,HIS,184,0,1,East Asian Hist 1850 - Present,1,  T  R  ,1215-0130pm,CHAM,2234,Mortensen D,123,30,CULT HTRQ,EAS,,,
2016,201602,Spring 2017,25577,HIS,211,0,1,Land & Power in Middle Ages,1,  T  R  ,0940-1055am,CHAM,3068,Kabala J,123,20,,,,,
2016,201602,Spring 2017,23821,HIS,218,0,1,Jihad and Crusade,1, M  W  F ,1230-0120pm,CHAM,3198,Berkey J,123,20,CULT HTRQ,,,,
2016,201602,Spring 2017,24376,HIS,225,0,1,Women & Work:Britain 1700-1918,1,  T  R  ,1215-0130pm,CHAM,3084,Dietz V,123,20,HTRQ,,,,
2016,201602,Spring 2017,25642,HIS,248,0,1,The Native South,1, M  W  F ,1030-1120am,CHAM,B027,Stremlau R,"123,",20,CULT HTRQ,,,,
2016,201602,Spring 2017,24061,HIS,253,0,1,The United States since 1945,1,  T  R  ,0140-0255pm,CHAM,3198,Wertheimer J,123,20,HTRQ,,,,
2016,201602,Spring 2017,25643,HIS,306,0,1,Women&Gender U.S. Hist to 1870,1, M  W  F ,0230-0320pm,CHAM,2084,Stremlau R,,30,HTRQ,,,,
2016,201602,Spring 2017,23506,HIS,322,0,1,"Age of Discovery, 1492-1700",1, M  W  F ,0930-1020am,CHAM,3084,Guasco M,,30,HTRQ,,,,
2016,201602,Spring 2017,23238,HIS,332,0,1,"European Metropolis, 1870-1914",1,  T  R  ,0940-1055am,CHAM,3084,Tilburg P,,30,HTRQ,,,,
2016,201602,Spring 2017,24927,HIS,354,0,1,US Foreign Policy Since 1890,1, M  W  F ,1030-1120am,CHAM,3084,Aldridge D,,30,HTRQ,,,,
2016,201602,Spring 2017,25635,HIS,387,0,1,Memory & Identity in China,1,  T  R  ,0305-0420pm,CHAM,3068,Mortensen D,,30,CULT HTRQ,EAS,,,
2016,201602,Spring 2017,25635,HIS,387,0,1,Memory & Identity in China,1,  T  R  ,0305-0420pm,CHAM,3068,Mortensen D,,30,CULT HTRQ,EAS,,,
2016,201602,Spring 2017,23372,HIS,395,A,1,Independent Study,1,      ,TBA,,,Staff S,PRM,10,,,,,
2016,201602,Spring 2017,24063,HIS,440,0,1,Slavery in the Americas,1,  T    ,0140-0420pm,CHAM,2196,Guasco M,34,12,,AFR,,,
2016,201602,Spring 2017,24063,HIS,440,0,1,Slavery in the Americas,1,  T    ,0140-0420pm,CHAM,2196,Guasco M,34,12,,AFR,,,
2016,201602,Spring 2017,25441,HIS,449,0,1,Age of Revolution: US in 1960s,1,    R  ,0140-0420pm,CHAM,2196,Aldridge D,34,12,,AFR,,,
2016,201602,Spring 2017,25441,HIS,449,0,1,Age of Revolution: US in 1960s,1,    R  ,0140-0420pm,CHAM,2196,Aldridge D,34,12,,AFR,,,
2016,201602,Spring 2017,24931,HIS,469,0,1,"Work, Gender & Politics Africa",1, M     ,0130-0420pm,CHAM,2196,Wiemers A,34,12,,AFR,,,
2016,201602,Spring 2017,24931,HIS,469,0,1,"Work, Gender & Politics Africa",1, M     ,0130-0420pm,CHAM,2196,Wiemers A,34,12,,AFR,,,
2016,201602,Spring 2017,20169,HIS,489,0,1,Kelley Honors Seminar,1,   W   ,0130-0420pm,CHAM,2196,Tilburg P,4,10,,,,,
2016,201602,Spring 2017,25636,HUM,104,0,1,Cultures and Conflicts II,1, M  W  F ,0930-1020am,CHAM,HANCE,Lerner N,"1,",56,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25636,HUM,104,0,1,Cultures and Conflicts II,1, M  W  F ,0930-1020am,CHAM,HANCE,Lerner N,"1,",56,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25636,HUM,104,0,2,Cultures and Conflicts II,,    R  ,0305-0420pm,CHAM,HANCE,Lerner N,"1,",56,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25636,HUM,104,0,2,Cultures and Conflicts II,,    R  ,0305-0420pm,CHAM,HANCE,Lerner N,"1,",56,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25640,HUM,104,BE,1,REG FOR CRN 25636,1, M  W  F ,0930-1020am,CUNN,111,Berkey J,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25640,HUM,104,BE,1,REG FOR CRN 25636,1, M  W  F ,0930-1020am,CUNN,111,Berkey J,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25640,HUM,104,BE,2,REG FOR CRN 25636,,    R  ,0305-0420pm,CUNN,111,Berkey J,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25640,HUM,104,BE,2,REG FOR CRN 25636,,    R  ,0305-0420pm,CUNN,111,Berkey J,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25638,HUM,104,HE,1,REG FOR CRN 25636,1, M  W  F ,0930-1020am,CHAM,2196,Henke B,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25638,HUM,104,HE,1,REG FOR CRN 25636,1, M  W  F ,0930-1020am,CHAM,2196,Henke B,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25638,HUM,104,HE,2,REG FOR CRN 25636,,    R  ,0305-0420pm,CHAM,1015,Henke B,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25638,HUM,104,HE,2,REG FOR CRN 25636,,    R  ,0305-0420pm,CHAM,1015,Henke B,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25639,HUM,104,HI,1,REG FOR CRN 25636,1, M  W  F ,0930-1020am,CHAM,1045,Hillard V,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25639,HUM,104,HI,1,REG FOR CRN 25636,1, M  W  F ,0930-1020am,CHAM,1045,Hillard V,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25639,HUM,104,HI,2,REG FOR CRN 25636,,    R  ,0305-0420pm,CHAM,1045,Hillard V,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25639,HUM,104,HI,2,REG FOR CRN 25636,,    R  ,0305-0420pm,CHAM,1045,Hillard V,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25641,HUM,104,LE,1,REG FOR CRN 25636,1, M  W  F ,0930-1020am,SLOAN,B011,Lerner N,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25641,HUM,104,LE,1,REG FOR CRN 25636,1, M  W  F ,0930-1020am,SLOAN,B011,Lerner N,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25641,HUM,104,LE,2,REG FOR CRN 25636,,    R  ,0305-0420pm,SLOAN,B011,Lerner N,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,25641,HUM,104,LE,2,REG FOR CRN 25636,,    R  ,0305-0420pm,SLOAN,B011,Lerner N,"1,",14,COMP HTRQ LBRQ LTRQ,,,,
2016,201602,Spring 2017,20663,HUM,251,0,1,W-Trad:The Modern World,1, M  W  F ,1130-1220pm,CHAM,HANCE,Lerner N,"23,PRQ",42,HTRQ LBRQ LTRQ PRRQ,HIS,,,
2016,201602,Spring 2017,20663,HUM,251,0,1,W-Trad:The Modern World,1, M  W  F ,1130-1220pm,CHAM,HANCE,Lerner N,"23,PRQ",42,HTRQ LBRQ LTRQ PRRQ,HIS,,,
2016,201602,Spring 2017,24026,HUM,251,KI,1,W-Trad: The Modern World,1, M  W  F ,1130-1220pm,CHAM,1015,Kietrys K,"23,PRQ",14,HTRQ LBRQ LTRQ PRRQ,HIS,,,
2016,201602,Spring 2017,24026,HUM,251,KI,1,W-Trad: The Modern World,1, M  W  F ,1130-1220pm,CHAM,1015,Kietrys K,"23,PRQ",14,HTRQ LBRQ LTRQ PRRQ,HIS,,,
2016,201602,Spring 2017,20351,HUM,251,LE,1,W-Trad: The Modern World,1, M  W  F ,1130-1220pm,SLOAN,B011,Lerner N,"23,PRQ",14,HTRQ LBRQ LTRQ PRRQ,HIS,,,
2016,201602,Spring 2017,20351,HUM,251,LE,1,W-Trad: The Modern World,1, M  W  F ,1130-1220pm,SLOAN,B011,Lerner N,"23,PRQ",14,HTRQ LBRQ LTRQ PRRQ,HIS,,,
2016,201602,Spring 2017,20353,HUM,251,UT,1,W-Trad: The Modern World,1, M  W  F ,1130-1220pm,CHAM,1096,Utkin R,"23,PRQ",14,HTRQ LBRQ LTRQ PRRQ,HIS,,,
2016,201602,Spring 2017,20353,HUM,251,UT,1,W-Trad: The Modern World,1, M  W  F ,1130-1220pm,CHAM,1096,Utkin R,"23,PRQ",14,HTRQ LBRQ LTRQ PRRQ,HIS,,,
2016,201602,Spring 2017,25079,LAS,101,0,1,Intro to Latin Amer Studies,1,  T  R  ,0305-0420pm,CHAM,2068,Fitz D,,30,CULT LBRQ,,,,
2016,201602,Spring 2017,25608,LAS,220,0,1,Politics & Economics of Brazil,1,  T  R  ,1215-0130pm,VAC,117,Crandall B,XLST,30,CULT SSRQ,AFR,POL,,
2016,201602,Spring 2017,25608,LAS,220,0,1,Politics & Economics of Brazil,1,  T  R  ,1215-0130pm,VAC,117,Crandall B,XLST,30,CULT SSRQ,AFR,POL,,
2016,201602,Spring 2017,25608,LAS,220,0,1,Politics & Economics of Brazil,1,  T  R  ,1215-0130pm,VAC,117,Crandall B,XLST,30,CULT SSRQ,AFR,POL,,
2016,201602,Spring 2017,25624,LAS,235,0,1,The 1959 Cuban Revolution,1,  T  R  ,0940-1055am,CUNN,109,Benson D,XLST,30,,,,,
2016,201602,Spring 2017,25626,LAS,300,0,1,Afro-Latino Intellect Thought,1,   W   ,0130-0420pm,CHAM,2146,Benson D,XLST,15,,,,,
2016,201602,Spring 2017,25196,LAS,395,0,1,Independent Study,1,      ,TBA,,,Staff S,PRM,5,,,,,
2016,201602,Spring 2017,24933,LAS,490,0,1,Latin Amer Studies Capstone,1,   W   ,0130-0420pm,CHAM,2187,Staff S,PRM,10,,,,,
